situacion,zona,propuesta_id,titulo_propuesta,enlace,apoyos,categoria,aparece_en_mesa,orden_detectado_en_mesa,aparece_descartada_en_mesa,decision_mesa,aparece_en_final_126,fiabilidad_lectura_mesa,extracto_acta,razon_exclusion,informe_inviabilidad_url
Descartada por mesa y fuera de la final,Zona Parquesol,7714,Arreglar las calles de Parquesol,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7714,72,Medio Ambiente - Limpieza,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"ID 7714 “ARREGLAR LAS CALLES DE PARQUESOL”: la mesa considera que la propuesta no contiene una exposición clara, concreta y motivada del proyecto.","Inadmitida por la mesa argumentando que considera que según el artículo 8.A que regula el reglamento de presupuestos participativos en su punto 5º señala que la propuesta de inversión debe contener una exposición clara, concreta y motivada del proyecto propuesto y de su alcance. 
La información municipal solicitada  por la mesa, coincide con el criterio de la mesa y considera que  para poder determinar si la propuesta exceder de 1,05 M€ o no, debería proponer  calle o calles concretas; y que en cualquier caso, será necesario que el Serv. de Parques y Jardines corte un gran nº de importantes raíces y realice drásticas podas, o bien tale los árboles y los sustituya por especies menos dañinas y de menor porte.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7714
Descartada por mesa y fuera de la final,Zona Parquesol,7558,SOTERRAMIENTO DE CONTENEDORES EN CALLES CON PROBLEMAS DE APARCAMIENTO PARQUESOL,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7558,68,Transportes y movilidad | Medio Ambiente - Limpieza | Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 7558 “SOTERRAMIENTO DE CONTENEDORES EN CALLES CON PROBLEMAS DE APARCAMIENTO”: se facilitó información de que el soterramiento de contenedores no es prioridad municipal por coste de mantenimiento y funcionamiento.,Inadmitida por la mesa debido a que en la 1ª reunión se facilitó información de que el soterramiento de contenedores no es prioridad municipal debido al coste de mantenimiento y del funcionamiento.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7558
Descartada por mesa y fuera de la final,Zona Parquesol,7784,IES Julian Marías,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7784,68,Deportes | Educación,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 7784 “IES JULIÁN MARÍAS”: la mesa considera que no es competencia municipal sino autonómica.,Inadmitida por la mesa de zona porque considera que no es competencia municipal sino autonómica.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7784
Descartada por mesa y fuera de la final,Zona Parquesol,8221,hacer escaleras mecanicas y ascensor en la ladera suroeste de parquesol,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8221,68,Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 8221 “HACER ESCALERAS MECÁNICAS Y ASCENSOR EN LA LADERA SUROESTE DE PARQUESOL” por ser una propuesta que supera el importe de 1M.,"Inadmitida por la mesa por superar 1,05 millones de €.
La información municipal indica que la  propuesta no se considera admisible pues supone una inversión que supera el límite establecido de 1,05M€",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8221
Descartada por mesa y fuera de la final,Zona Parquesol,8547,Mas parques y columpios,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8547,64,Urbanismo,SI,11,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"ID 8547 “MÁS PARQUES Y COLUMPIOS”: la mesa considera que la propuesta no contiene una exposición clara, concreta y motivada del proyecto.","La mesa considera que según el artículo 8.A que regula el reglamento de presupuestos participativos en su punto 5º señala que la propuesta de inversión debe contener una exposición clara, concreta y motivada del proyecto propuesto y de su alcance.
la información municipal indica que es demasiado genérico como indica la mesa.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8547
Descartada por mesa y fuera de la final,Zona Parquesol,8461,Colegio Martín Baró acceso pista principal desde infantil,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8461,58,Educación,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 8461 “COLEGIO MARTÍN BARÓ ACCESO A PISTA DEPORTIVA DESDE INFANTIL”: la mesa considera que no es competencia municipal sino autonómica.,"Inadmitida por la mesa de zona porque considera que no es competencia municipal sino autonómica. 
El informe municipal señala que las actuaciones propuestas no son competencia municipal, sino de la Junta de Castilla y León, al tratarse de una inversión de obra nueva y no un mantenimiento del centro.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8461
Descartada por mesa y fuera de la final,Zona Parquesol,7973,Instalación poste de carga rápida en Parquesol.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7973,47,Transportes y movilidad | Medio Ambiente - Limpieza,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"ID 7973 “INSTALACIÓN POSTE DE CARGA RÁPIDA EN PARQUESOL”: la mesa considera que la propuesta no contiene una exposición clara, concreta y motivada y que no es viable ubicar el punto de recarga.","La mesa de zona considera que según el artículo 8.A que regula el reglamento de presupuestos participativos en su punto 5º señala que la propuesta de inversión debe contener una exposición clara, concreta y motivada del proyecto propuesto y de su alcance. La mesa considera que al no señalar un punto concreto no es viable ubicar un punto de recarga y, en principio, al aparcar en batería es difícil su viabilidad.
La información municipal indica que es competencia de Agencia de Innovación y concesión Iberdrola.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7973
Descartada por mesa y fuera de la final,Zona Parquesol,7895,Cargadores de vehículo eléctrico,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7895,39,,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"ID 7895 “CARGADORES DE VEHÍCULO ELÉCTRICO”: la mesa considera que la propuesta no contiene una exposición clara, concreta y motivada y que no es viable ubicar un punto de recarga concreto.","ID 7895 “CARGADORES DE VEHÍCULO ELÉCTRICO”: la mesa considera que la propuesta no contiene una exposición clara, concreta y motivada y que no es viable ubicar un punto de recarga concreto",
Descartada por mesa y fuera de la final,Zona Parquesol,7850,Baden y paso de peatones iluminado en C/José Garrote Tebar,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7850,36,Transportes y movilidad | Seguridad y emergencias | Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 7850 “BADÉN Y PASO DE PEATONES ILUMINADO EN C/ JOSÉ GARROTE TEBAR”: se facilitó información de que la instalación de badenes no está siendo prioridad para la administración.,"La mesa de zona considera que conforma a la información proporcionada e la instalación de badenes no está siendo prioridad para la administración.
La información municipal indica que los Badenes no están recomendados por el paso del transporte público.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7850
Descartada por mesa y fuera de la final,Zona Parquesol,8367,Mejoras de aparcamiento y limpieza en la calle Enrique Cubero.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8367,25,Transportes y movilidad | Medio Ambiente - Limpieza,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 8367 “MEJORAS DE APARCAMIENTO Y LIMPIEZA EN LA CALLE ENRIQUE CUBERO”: la mesa no la considera una propuesta de inversión o mejora sino un cambio de denominación.,"La mesa no considera ser una propuesta de inversión y/o mejora sino un cambio de denominación pasando de estacionamiento libre a estacionamiento verde. 
La información municipal indica que no se adecúa al contenido de las propuestas de inversión. Está estudiada la construcción de aparcamiento en la plaza de Marcos Fernández.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8367
Mesa y final,Zona Parquesol,7726,Reacondicionamiento de las instalaciones deportivas en el Parque del Mediodía,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7726,167,Salud y consumo - Animales | Deportes | Igualdad | Seguridad y emergencias,SI,1,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Parquesol,7859,"Reforma integral del ""Parque de la J""",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7859,95,Deportes | Transportes y movilidad | Medio Ambiente - Limpieza | Urbanismo,SI,2,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Parquesol,8575,Mejora del suelo de la pasarela que une Parquesol con el Museo de la Ciencia,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8575,68,,SI,17,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Parquesol,7712,Parques Infantiles-Parque de los Almendros/ Centro Cívico Parquesol,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7712,62,Medio Ambiente - Limpieza,SI,12,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Parquesol,8124,Parque alto de parquesol,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8124,58,Deportes | Medio Ambiente - Limpieza | Educación | Cultura,SI,8,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Parquesol,8036,Recuperación y mantenimiento de las escaleras de Martín Santos Romero,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8036,54,Urbanismo,SI,14,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Final pero no detectada en mesa,Zona Parquesol,7611,Acera en Martín Santos Romero y Miriam Blasco,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7611,35,Participación ciudadana - Asociaciones | Igualdad | Transportes y movilidad | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Final pero no detectada en mesa,Zona Parquesol,7793,Rampas para personas con movilidad reducida,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7793,34,Servicios sociales | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Final pero no detectada en mesa,Zona Parquesol,7774,Arreglar baches de las aceras,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7774,33,Transportes y movilidad,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Final pero no detectada en mesa,Zona Parquesol,7735,Arreglar las escaleras del parque de los Almendros,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7735,32,Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Final pero no detectada en mesa,Zona Parquesol,7779,Propuesta del Centro de Vida Activa- Parquesol,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7779,28,Participación ciudadana - Asociaciones | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Final pero no detectada en mesa,Zona Parquesol,8137,arreglar los bancos de la Plaza Paseo la Habana,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8137,3,Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Mesa pero no final,Zona Pisuerga 1,8158,Mejora paisajística del acceso a las urbanizaciones La Galera y Fuente Berrocal.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8158,202,Participación ciudadana - Asociaciones | Medio Ambiente - Limpieza | Urbanismo,SI,18,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"Inadmitida por la mesa por considerar que se trata de una propiedad privada 
La información municipal solicitad informa que está conforme con el criterio de la mesa",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8158
Mesa pero no final,Zona Pisuerga 1,8197,habilitar instalacion deportiva,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8197,168,Deportes | Educación,SI,5,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"Desde el punto de vista económico, la propuesta objeto de análisis se valora en un importe estimado de 1.110.921,68 €, IVA incluido.
Dicha cuantía supera el importe máximo asignado a cada una de las zonas para la ejecución de los proyectos de inversión derivados del proceso de Presupuestos Participativos ordinarios correspondientes a los ejercicios 2027 y 2028, establecido en 1.050.000 euros por zona, conforme al Acuerdo de la Junta de Gobierno Local de 3 de octubre de 2025.
En consecuencia, al exceder el límite económico máximo previsto para las propuestas de inversión en la zona correspondiente, la actuación no resulta viable desde el punto de vista económico dentro del marco del proceso de Presupuestos Participativos 2027-2028, debiendo ser informada desfavorablemente por incumplimiento de las limitaciones presupuestarias establecidas para dicho proceso.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8197
Mesa pero no final,Zona Pisuerga 1,8403,Nueva parada/estación BIKI cercana a nuevas promociones de Puente Jardín,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8403,93,Transportes y movilidad,SI,3,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,Esta propuesta ha sido agrupada con la propuesta 7849 y  en consecuencia se analiza conjuntamente con esta. Siendo su estado final el que resulte de la propuesta 7849.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8403
Mesa pero no final,Zona Pisuerga 1,8336,Mesas de picnic y ping-pong a lo largo del Parque Jardín Botánico,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8336,79,Deportes | Participación ciudadana - Asociaciones,SI,9,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"Inadmitida.
El informe municipal indica que se van a instalar con un participativo del proceso 21/22",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8336
Mesa pero no final,Zona Pisuerga 1,7573,Cubierta y focos para las pistas deportivas anexas al CC Canal de Castilla,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7573,73,,SI,14,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa pero no final,Zona Pisuerga 1,8377,“Vehículo inteligente sin conductor La Overuela – Movilidad Pública Autónoma”.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8377,29,Transportes y movilidad,SI,16,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"Superaría el millón de euros. 
Se trataría de un proyecto transversal, junto con AUVASA, Centro de Movilidad, IdeVA, etc.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8377
Mesa y final,Zona Pisuerga 1,8337,Instalación de pasarela peatonal sobre el Canal de Castilla,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8337,182,Urbanismo,SI,1,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 1,8171,Instalaciones deportivas Luis Minguela,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8171,170,Deportes Juventud,SI,4,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 1,7849,Estación Biki Expansión Puente Jardín,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7849,129,Transportes y movilidad,SI,2,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 1,8323,"Traslado de inicio-fin línea 5,6 de autobuses",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8323,125,Transportes y movilidad,SI,7,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 1,8029,"Creación de un gran parque naturalizado con merendero, zona infantil, pump truck",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8029,113,Salud y consumo - Animales | Deportes | Participación ciudadana - Asociaciones | Medio Ambiente - Limpieza | Urbanismo | Cultura,SI,6,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 1,7821,Subida a la Fuente El Sol: una calle que necesita una reforma urgente,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7821,100,Urbanismo,SI,10,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 1,8227,Colocar bancos en el “Sendero Verde” del Parque Jardín Botánico,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8227,69,Participación ciudadana - Asociaciones | Medio Ambiente - Limpieza | Urbanismo,SI,8,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 1,8213,"Renovar bancos en plaza del Cosmos, plaza San Bartolomé, plaza de la Armonía",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8213,50,Participación ciudadana - Asociaciones | Urbanismo,SI,12,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 1,7567,Adecuacion de la plaza solidaridad,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7567,44,Urbanismo,SI,13,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 1,8252,Sotechado cancha deportiva,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8252,36,Deportes,SI,11,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 1,8376,"Arreglos y Repintado Mirador de Aves, Parque Las Lavanderas",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8376,34,"Medio Ambiente"" ""Naturaleza"" ""Tiempo libre",SI,15,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 1,7606,PASO DE PEATONES PLAZA COSMOS ESQUINA CALLE SAN SEBASTIAN 4,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7606,26,,SI,17,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Final pero no detectada en mesa,Zona Pisuerga 1,8225,Mejora de la pista de patinaje de velocidad La Victoria – Puente Jardín,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8225,173,Deportes,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Mesa y final,Zona Pisuerga 2,8152,Pavimentado de aceras en calle Mieses y Sementera,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8152,43,Urbanismo,SI,17,NO,Reserva de la mesa,SI,alta (revisión visual acta completa),"Acta Zona Pisuerga 2, pág. 6: figura como reserva de la mesa, aunque en el dataset base la propuesta viene zonificada en Pisuerga 1.","Acta Zona Pisuerga 2, pág. 6: figura como reserva de la mesa, aunque en el dataset base la propuesta viene zonificada en Pisuerga 1",
Mesa pero no final,Zona Pisuerga 2,8140,SENDA PEATONAL ENTRE VILLA DE PRADO Y HUERTA DEL REY,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8140,101,,SI,3,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"Centro de Movilidad indica que el aspecto nuclear de la propuesta incide y afecta directamente sobre varios espacios libres/parques, con lo cual, compete la valoración al Área de Medio Ambiente.
En cuanto al paso y los semáforos: se considera adecuada la ubicación del paso para peatones regulado por semáforos existente en la actualidad y permitiendo distribuir el resto de itinerarios hacia los diferentes destinos en función de los servicios que se prestan."" 
Medio Ambiente indica que la creación del paseo terrizo solo tiene sentido si enlaza distintos puntos de comunicación. Dado que Trafico y 
Movilidad indica que la ubicación del paso para peatones es adecuada, es inviable crear un paseo terrizo que no termine en un paso de peatones",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8140
Mesa pero no final,Zona Pisuerga 2,8351,CARRIL BICI CALLE RECREOS CONEXIÓN C.M.SAN ESTEBAN DE GORMAZ,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8351,100,Medio Ambiente | Transportes y movilidad,SI,5,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"No se recomienda porque se acaba de ejecutar una actuación dentro del Plan de Recuperación, Transformación y Resiliencia por el Área de Medio Ambiente",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8351
Mesa pero no final,Zona Pisuerga 2,7555,Reparación del carril bici del parque de Las Cortes de CyL,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7555,91,Deportes | Transportes y movilidad | Seguridad y emergencias | Urbanismo,SI,7,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa pero no final,Zona Pisuerga 2,8127,Iluminación Plaza Porticada,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8127,59,,SI,8,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"La mesa solicita información al Ayuntamiento, ya que se cree que está proyectada. 
El informe municipal indica que la iluminación ya ha sido reforzada en la Plaza Porticada",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8127
Mesa pero no final,Zona Pisuerga 2,8434,Reforma y Rehabilitación del espacio (C/ Rastrojo y Rigoberto Cortejoso),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8434,53,Transportes y movilidad | Medio Ambiente - Limpieza | Urbanismo,SI,14,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"La mesa propone revisar si el espacio es competencia municipal o pertenece a la JCYL.
La información solicitada  indica que es un espacio privado de uso público por lo que no es viable.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8434
Mesa pero no final,Zona Pisuerga 2,8106,SOTERRAR CONTENEDORES DE RESIDUO URBANOS EN HUERTA DEL REY,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8106,52,Medio Ambiente - Limpieza | Urbanismo,SI,9,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"INADMITIDA El informe municipal indica que no es viable por el elevado coste de mantenimiento y reposición, incremento en tiempos y costes que implica la recogida en este tipo de infraestructuras e ineficacia en la separación de fracciones de manera adecuada de costes.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8106
Mesa pero no final,Zona Pisuerga 2,8100,Puentes de acceso al centro ciudad no hay ninguno que proteja de lluvia o sol,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8100,51,Urbanismo,SI,15,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"La mesa propone que al no especificar a qué puentes  se refiere, se valore eliminarla.
El informe municipal es conforme con lo propuesto por la Mesa de Zona, añadiendo que debería haberse concretado la propuesta, y que no es algo tan simple como señala la misma, que aun concretándose, requeriría un proyecto específico para analizar los pros y los contras.  Por lo que parece más razonable inadmitirla y centrarse en propuestas más factibles.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8100
Mesa y final,Zona Pisuerga 2,7640,CUBRIR PISTAS DE PADEL DEL POLIDEPORTIVO HUERTA DEL REY,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7640,156,Deportes,SI,1,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 2,7627,CARRIL BICI CALLE GLORIA FUERTES,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7627,125,Transportes y movilidad | Medio Ambiente - Limpieza,SI,2,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 2,8569,Cubrir patio del CIC El Empecinado,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8569,79,Participación ciudadana - Asociaciones | Cultura,SI,5,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 2,8111,"Actualizar pista deportiva en Parque  entre Barbecho, Mieses y Padre José Acosta",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8111,71,Deportes,SI,16,NO,Reserva de la mesa,SI,alta (revisión visual acta completa),"Acta Zona Pisuerga 2, pág. 6: figura como reserva de la mesa.","Acta Zona Pisuerga 2, pág. 6: figura como reserva de la mesa",
Mesa y final,Zona Pisuerga 2,8303,Habilitar en la plaza Juan Pablo II de Villa del Prado zona de juegos infantiles,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8303,64,Urbanismo,SI,10,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 2,8110,Parada bikis avenida Gijón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8110,58,Deportes | Servicios sociales | Transportes y movilidad | Medio Ambiente - Limpieza | Urbanismo,SI,11,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 2,8186,Pista deportiva calle Familia,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8186,58,,SI,12,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 2,8135,Recuperar antiguo mirador del Palacio de la Ribera,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8135,54,Cultura y Embellecimiento Urbano. | Patrimonio | Turismo,SI,13,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Pisuerga 2,7934,Carril bici en c/ Mieses desde hotel NH hasta Avda. los Recreos,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7934,104,,SI,4,NO,Seleccionada / ratificada por la mesa,SI,alta (revisión visual acta completa),Figura en la relación final de propuestas seleccionadas por la mesa.,Figura en la relación final de propuestas seleccionadas por la mesa,
Final pero no detectada en mesa,Zona Pisuerga 2,7578,Actualización parque canino Moreras,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7578,98,Salud y consumo - Animales | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Final pero no detectada en mesa,Zona Pisuerga 2,7556,"Mejora de aceras en Calle Red, Calle de la Enseñanza y las Arenas",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7556,42,Medio Ambiente - Limpieza | Seguridad y emergencias | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Final pero no detectada en mesa,Zona Pisuerga 2,8101,RECUPERACIÓN PARA EL PEATÓN DE LA AVENIDA DE SALAMANCA ENTRE G.FUERTES Y P. J. A,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8101,42,Transportes y movilidad | Medio Ambiente - Limpieza,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
